id,Attribute,Year
39691,Comedy,2010
8247,Fantasy,2008
8247,Adventure,2008
8247,Science Fiction,2008
11253,Fantasy,2008
11253,Adventure,2008
11253,Science Fiction,2008
1949,Crime,2007
1949,Drama,2007
1949,Thriller,2007
1949,Mystery,2007
8452,Science Fiction,2000
310,Fantasy,2003
310,Comedy,2003
27578,Action,2010
27578,Adventure,2010
27578,Thriller,2010
954,Action,1996
954,Adventure,1996
954,Thriller,1996
70160,Fantasy,2012
70160,Adventure,2012
70160,Science Fiction,2012
45243,Comedy,2011
364,Action,1992
364,Fantasy,1992
7518,Family,2006
7518,Comedy,2006
7518,Animation,2006
11544,Family,2002
11544,Animation,2002
9986,Fantasy,2006
9986,Family,2006
9986,Comedy,2006
8656,Action,1998
8656,Drama,1998
8656,Romance,1998
146216,Action,2013
146216,Crime,2013
146216,Thriller,2013
146216,Comedy,2013
9291,Drama,2005
9291,Comedy,2005
55301,Fantasy,2011
55301,Family,2011
55301,Comedy,2011
55301,Animation,2011
55301,Music,2011
109418,Comedy,2013
11665,Action,2008
11665,Thriller,2008
11665,Comedy,2008
6964,Drama,2003
6964,Comedy,2003
6964,Romance,2003
11324,Drama,2010
11324,Thriller,2010
11324,Mystery,2010
12193,Drama,2008
12193,Comedy,2008
12193,Romance,2008
9928,Family,2005
9928,Science Fiction,2005
9928,Comedy,2005
9928,Animation,2005
754,Action,1997
754,Crime,1997
754,Science Fiction,1997
754,Thriller,1997
10202,Fantasy,2008
10202,Family,2008
10202,Comedy,2008
10202,Romance,2008
4147,Crime,2002
4147,Drama,2002
4147,Thriller,2002
50546,Comedy,2011
50546,Romance,2011
1701,Action,1997
1701,Crime,1997
1701,Thriller,1997
13027,Action,2008
13027,Thriller,2008
13027,Mystery,2008
2289,Drama,2003
20504,Action,2010
20504,Science Fiction,2010
20504,Thriller,2010
9574,Family,1997
9574,Science Fiction,1997
9574,Comedy,1997
11618,Fantasy,1999
11618,Thriller,1999
11618,Horror,1999
11618,Mystery,1999
2300,Fantasy,1996
2300,Family,1996
2300,Drama,1996
2300,Comedy,1996
2300,Animation,1996
12096,Action,2006
12096,Crime,2006
12096,Family,2006
12096,Comedy,2006
12096,Mystery,2006
10200,Drama,2008
10200,Science Fiction,2008
10200,Thriller,2008
8834,Action,1997
8834,Drama,1997
8834,Thriller,1997
8834,Mystery,1997
228150,Action,2014
228150,Drama,2014
228150,War,2014
6068,Action,1998
6068,Adventure,1998
6068,Comedy,1998
6068,Romance,1998
41515,Adventure,2010
41515,Family,2010
41515,Comedy,2010
41515,Animation,2010
9023,Adventure,2002
9023,Family,2002
9023,Comedy,2002
9023,Animation,2002
9023,Western,2002
38317,Family,2011
38317,Comedy,2011
38317,Romance,2011
2157,Adventure,1998
2157,Family,1998
2157,Science Fiction,1998
14462,Drama,2004
14462,Thriller,2004
14462,Mystery,2004
161795,Drama,1998
161795,Romance,1998
159824,Family,2015
159824,Comedy,2015
159824,Animation,2015
49948,Family,1999
49948,Animation,1999
49948,Music,1999
2135,Action,2002
2135,Adventure,2002
2135,Science Fiction,2002
9822,Action,1998
9822,Fantasy,1998
9822,Adventure,1998
9822,Family,1998
9705,Action,2001
9705,Crime,2001
9705,Thriller,2001
1656,Action,2005
1656,Adventure,2005
12159,Fantasy,1998
12159,Drama,1998
12159,Romance,1998
9678,Fantasy,2000
9678,Comedy,2000
9678,Romance,2000
4442,Action,2005
4442,Fantasy,2005
4442,Adventure,2005
4442,Thriller,2005
4442,Comedy,2005
75,Fantasy,1996
75,Science Fiction,1996
75,Comedy,1996
330770,Drama,2015
330770,Horror,2015
330770,Mystery,2015
9433,Action,1997
9433,Adventure,1997
9433,Drama,1997
19959,Action,2009
19959,Science Fiction,2009
19959,Thriller,2009
11973,Drama,2000
11973,Thriller,2000
11228,Action,1996
11228,Adventure,1996
11228,Thriller,1996
77951,Adventure,2013
77951,Family,2013
77951,Animation,2013
5491,Action,2000
5491,Science Fiction,2000
5491,War,2000
10715,Family,2003
10715,Comedy,2003
10715,Animation,2003
10197,Drama,2009
10197,Romance,2009
10197,Music,2009
9562,Action,2003
9562,Adventure,2003
9562,Science Fiction,2003
9922,Adventure,1997
9922,Drama,1997
9447,Fantasy,1998
9447,Adventure,1998
9447,Family,1998
9447,Drama,1998
9447,Comedy,1998
274854,Action,2015
274854,Fantasy,2015
274854,Adventure,2015
8870,Action,2000
8870,Science Fiction,2000
8870,Thriller,2000
9992,Fantasy,2006
9992,Adventure,2006
9992,Family,2006
9992,Animation,2006
36970,Family,2009
36970,Documentary,2009
10077,Action,2005
10077,Adventure,2005
10077,Science Fiction,2005
10077,Thriller,2005
76649,Action,2014
76649,Adventure,2014
76649,Drama,2014
76649,Romance,2014
76649,History,2014
293644,Comedy,2015
293644,Animation,2015
453,Drama,2001
453,Romance,2001
8587,Family,1994
8587,Drama,1994
8587,Animation,1994
72545,Action,2012
72545,Adventure,2012
72545,Science Fiction,2012
109451,Family,2013
109451,Comedy,2013
109451,Animation,2013
9533,Crime,2002
9533,Thriller,2002
9533,Horror,2002
2023,Adventure,2004
2023,Western,2004
71880,Comedy,2011
584,Action,2003
584,Crime,2003
584,Thriller,2003
309809,Fantasy,2015
309809,Adventure,2015
309809,Animation,2015
4858,Science Fiction,2007
4858,Thriller,2007
17711,Action,2000
17711,Adventure,2000
17711,Family,2000
17711,Comedy,2000
17711,Animation,2000
328111,Family,2016
328111,Animation,2016
8698,Action,2003
8698,Fantasy,2003
8698,Science Fiction,2003
8698,Thriller,2003
93456,Family,2013
93456,Comedy,2013
93456,Animation,2013
602,Action,1996
602,Adventure,1996
602,Science Fiction,1996
330,Action,1997
330,Adventure,1997
330,Science Fiction,1997
953,Family,2005
953,Animation,2005
9693,Action,2006
9693,Drama,2006
9693,Science Fiction,2006
9693,Thriller,2006
36657,Action,2000
36657,Adventure,2000
36657,Science Fiction,2000
8909,Action,2008
8909,Crime,2008
8909,Thriller,2008
9802,Action,1996
9802,Adventure,1996
9802,Thriller,1996
950,Adventure,2006
950,Family,2006
950,Comedy,2006
950,Animation,2006
1824,Comedy,2004
1824,Romance,2004
2976,Family,2007
2976,Comedy,2007
2976,Romance,2007
2976,Music,2007
11026,Thriller,2004
11026,Horror,2004
11026,Mystery,2004
332,Action,1999
332,Adventure,1999
332,Family,1999
332,Comedy,1999
75656,Crime,2013
75656,Thriller,2013
38365,Comedy,2010
594,Drama,2004
594,Comedy,2004
15189,Family,2009
15189,Comedy,2009
11678,Action,2000
11678,Adventure,2000
11678,Thriller,2000
6538,Drama,2007
6538,Comedy,2007
6538,History,2007
10555,Action,2004
10555,Family,2004
10555,Comedy,2004
10555,Animation,2004
1125,Drama,2006
4551,Crime,2005
4551,Comedy,2005
612,Action,2005
612,Drama,2005
612,Thriller,2005
612,History,2005
9567,Action,2003
9567,Drama,2003
9567,War,2003
37821,Action,2010
37821,Thriller,2010
37821,Comedy,2010
37821,Romance,2010
203801,Action,2015
203801,Adventure,2015
203801,Comedy,2015
2539,Comedy,2004
9297,Fantasy,2006
9297,Family,2006
9297,Comedy,2006
9297,Animation,2006
3172,Action,2001
3172,Crime,2001
3172,Comedy,2001
3172,Romance,2001
6520,Action,1995
6520,Adventure,1995
6520,Drama,1995
6520,Romance,1995
1439,Drama,1999
1439,Romance,1999
1439,History,1999
37958,Action,2011
37958,Fantasy,2011
37958,Drama,2011
2026,Crime,2005
2026,Drama,2005
2026,Thriller,2005
2026,Mystery,2005
7450,Action,2000
7450,Adventure,2000
7450,Family,2000
7450,Science Fiction,2000
7450,Animation,2000
11375,Action,2003
11375,Adventure,2003
11375,Thriller,2003
11375,Comedy,2003
9425,Action,1998
9425,Science Fiction,1998
9425,War,1998
25769,Action,2009
25769,Drama,2009
25769,Science Fiction,2009
25769,Thriller,2009
25769,Horror,2009
23685,Action,2001
23685,Fantasy,2001
23685,Adventure,2001
23685,Comedy,2001
23685,Animation,2001
11866,Action,2004
11866,Adventure,2004
11866,Drama,2004
11866,Thriller,2004
9741,Drama,2000
9741,Science Fiction,2000
9741,Thriller,2000
211672,Adventure,2015
211672,Family,2015
211672,Comedy,2015
211672,Animation,2015
23629,Action,2011
23629,Fantasy,2011
23629,Thriller,2011
8688,Crime,1998
8688,Mystery,1998
10153,Science Fiction,1998
153518,Family,2016
153518,Animation,2016
8676,Adventure,2008
8676,Comedy,2008
8676,Romance,2008
20829,Drama,2009
20829,Comedy,2009
4349,Action,2007
4349,Drama,2007
4349,Thriller,2007
9718,Comedy,2006
10808,Fantasy,2001
10808,Family,2001
10808,Comedy,2001
10808,Romance,2001
197,Action,1995
197,Drama,1995
197,History,1995
197,War,1995
25,Drama,2005
25,War,2005
35,Family,2007
35,Comedy,2007
35,Animation,2007
11086,Drama,2001
11086,Romance,2001
10477,Action,2001
1997,Adventure,2004
1997,Family,2004
1997,Drama,2004
6947,Drama,2004
6947,Thriller,2004
6947,Mystery,2004
3050,Fantasy,1998
3050,Family,1998
3050,Comedy,1998
2675,Drama,2002
2675,Science Fiction,2002
2675,Thriller,2002
2675,Mystery,2002
809,Fantasy,2004
809,Adventure,2004
809,Family,2004
809,Comedy,2004
809,Animation,2004
920,Adventure,2006
920,Family,2006
920,Comedy,2006
920,Animation,2006
4806,Comedy,1999
4806,Romance,1999
7451,Action,2002
7451,Adventure,2002
7451,Thriller,2002
228165,Adventure,2015
228165,Family,2015
228165,Comedy,2015
228165,Animation,2015
3595,Action,1996
3595,Thriller,1996
16869,Action,2009
16869,Drama,2009
16869,Thriller,2009
16869,War,2009
879,Fantasy,1991
879,Adventure,1991
879,Family,1991
879,Comedy,1991
1573,Action,1990
1573,Thriller,1990
9257,Action,2003
9257,Crime,2003
9257,Thriller,2003
1903,Drama,2001
1903,Science Fiction,2001
1903,Thriller,2001
1903,Romance,2001
1903,Mystery,2001
9697,Fantasy,2006
9697,Drama,2006
9697,Thriller,2006
9697,Mystery,2006
395,Action,2004
395,Adventure,2004
395,Science Fiction,2004
23398,Fantasy,2009
23398,Family,2009
23398,Comedy,2009
23398,Animation,2009
23398,Music,2009
10590,Action,2002
10590,History,2002
10590,War,2002
117263,Action,2013
117263,Thriller,2013
200,Action,1998
200,Adventure,1998
200,Science Fiction,1998
200,Thriller,1998
44943,Action,2011
44943,Science Fiction,2011
587,Fantasy,2003
587,Adventure,2003
587,Drama,2003
10395,Fantasy,1994
57212,Drama,2011
57212,War,2011
152760,Action,2014
152760,Drama,2014
152760,History,2014
152760,War,2014
2756,Action,1989
2756,Adventure,1989
2756,Science Fiction,1989
2756,Thriller,1989
33909,Crime,2010
33909,Drama,2010
49017,Action,2014
49017,Fantasy,2014
49017,Drama,2014
49017,Horror,2014
49017,War,2014
9882,Action,1998
9882,Crime,1998
9882,Drama,1998
9882,Thriller,1998
2270,Fantasy,2007
2270,Adventure,2007
2270,Family,2007
2270,Romance,2007
978,Adventure,1997
978,Drama,1997
978,History,1997
44564,Drama,2011
44564,Comedy,2011
3132,Action,2002
3132,Adventure,2002
3132,Thriller,2002
3132,Comedy,2002
8814,Action,2005
8814,Adventure,2005
8814,Horror,2005
8427,Action,2002
8427,Adventure,2002
8427,Thriller,2002
8427,Comedy,2002
52520,Action,2012
52520,Fantasy,2012
52520,Horror,2012
80585,Drama,2012
80585,Comedy,2012
80585,Romance,2012
80585,Music,2012
10592,Drama,2002
10592,War,2002
49021,Action,2011
49021,Adventure,2011
49021,Thriller,2011
11535,Action,2002
11535,Science Fiction,2002
11535,Thriller,2002
10550,Action,2002
10550,Adventure,2002
10550,Thriller,2002
11258,Thriller,1998
12610,Action,2001
12610,Adventure,2001
12610,Family,2001
12610,Comedy,2001
12610,Animation,2001
59981,Family,2013
59981,Animation,2013
59981,Music,2013
201088,Crime,2015
201088,Drama,2015
201088,Mystery,2015
5137,Action,2004
5137,Adventure,2004
5137,Science Fiction,2004
5137,Thriller,2004
5137,Mystery,2004
3093,Crime,2006
3093,Thriller,2006
3093,Mystery,2006
107846,Action,2013
107846,Thriller,2013
188207,Action,2014
188207,Adventure,2014
4614,Action,2002
4614,Drama,2002
4614,Thriller,2002
24021,Fantasy,2010
24021,Adventure,2010
24021,Drama,2010
24021,Romance,2010
11371,Action,2001
11371,Crime,2001
11371,Thriller,2001
20352,Family,2010
20352,Animation,2010
11517,Action,1995
11517,Crime,1995
11517,Comedy,1995
214756,Comedy,2015
26428,Adventure,2009
26428,Drama,2009
26428,History,2009
9824,Action,1999
9824,Fantasy,1999
9824,Adventure,1999
9824,Science Fiction,1999
9824,Comedy,1999
48988,Comedy,2011
9008,Drama,1999
9008,Thriller,1999
300673,Action,2016
300673,Drama,2016
300673,Thriller,2016
300673,History,2016
12113,Action,2008
12113,Drama,2008
12113,Thriller,2008
38778,Comedy,2010
72331,Action,2012
72331,Fantasy,2012
72331,Horror,2012
1844,Drama,1999
1844,Romance,1999
1844,Mystery,1999
846,Science Fiction,1998
846,Thriller,1998
846,Mystery,1998
9703,Action,2007
9703,Fantasy,2007
9703,Adventure,2007
9703,War,2007
857,Drama,1998
857,History,1998
857,War,1998
136797,Action,2014
136797,Crime,2014
136797,Drama,2014
136797,Thriller,2014
3981,Comedy,2000
3981,Romance,2000
425,Adventure,2002
425,Family,2002
425,Comedy,2002
425,Animation,2002
6171,Drama,2003
6171,Science Fiction,2003
6171,Thriller,2003
6171,Horror,2003
72976,Drama,2012
72976,History,2012
603,Action,1999
603,Science Fiction,1999
568,Drama,1995
9021,Fantasy,2002
9021,Family,2002
9021,Comedy,2002
82695,Drama,2012
82695,Romance,2012
82695,Music,2012
9489,Comedy,1998
9489,Romance,1998
12133,Comedy,2008
9342,Action,1998
9342,Adventure,1998
41733,Drama,2010
41733,Comedy,2010
227306,Drama,2014
227306,War,2014
5551,Action,2000
5551,Adventure,2000
5551,Thriller,2000
9350,Action,1993
9350,Adventure,1993
9350,Thriller,1993
9208,Action,1996
9208,Adventure,1996
9208,Drama,1996
9208,Thriller,1996
4244,Fantasy,2000
4244,Family,2000
4244,Comedy,2000
1852,Drama,2006
1852,Thriller,2006
1852,History,2006
11820,Drama,2003
11820,Romance,2003
76493,Comedy,2012
345,Drama,1999
345,Mystery,1999
196867,Family,2014
196867,Drama,2014
196867,Comedy,2014
256591,Crime,2015
256591,Drama,2015
256591,Comedy,2015
256591,Romance,2015
59962,Action,2012
59962,Comedy,2012
59962,Romance,2012
36648,Action,2004
36648,Fantasy,2004
36648,Adventure,2004
36648,Science Fiction,2004
36648,Thriller,2004
36648,Horror,2004
1880,Action,1984
1880,Thriller,1984
9440,Drama,1998
9440,Comedy,1998
71679,Action,2012
71679,Science Fiction,2012
71679,Horror,2012
10483,Action,2008
10483,Science Fiction,2008
10483,Thriller,2008
11412,Action,1996
11412,Crime,1996
11412,Thriller,1996
11412,Mystery,1996
11983,Action,2000
11983,Adventure,2000
11983,Drama,2000
11983,Thriller,2000
11983,Romance,2000
6795,Fantasy,2005
6795,Adventure,2005
6795,Family,2005
6795,Science Fiction,2005
550,Drama,1999
11170,Drama,2006
9292,Action,1991
9292,Adventure,1991
9292,Comedy,1991
10783,Action,2000
10783,Crime,2000
10783,Adventure,2000
10783,Thriller,2000
10783,Comedy,2000
10783,Romance,2000
100241,Thriller,2014
100241,Horror,2014
257,Crime,2005
257,Family,2005
257,Drama,2005
9947,Action,2005
9947,Fantasy,2005
189,Crime,2014
189,Thriller,2014
12618,Drama,1999
12618,Romance,1999
253412,Adventure,2015
253412,Drama,2015
1427,Crime,2006
1427,Fantasy,2006
1427,Drama,2006
818,Crime,2002
818,Science Fiction,2002
818,Comedy,2002
16577,Action,2009
16577,Family,2009
16577,Science Fiction,2009
16577,Animation,2009
329,Adventure,1993
329,Science Fiction,1993
12160,Action,1994
12160,Drama,1994
12160,Western,1994
9331,Action,1994
9331,Drama,1994
9331,Thriller,1994
300168,Action,2015
300168,Adventure,2015
300168,Drama,2015
9072,Crime,2006
9072,Comedy,2006
3536,Action,2000
3536,Drama,2000
3536,Thriller,2000
3536,War,2000
9087,Drama,1995
9087,Comedy,1995
9087,Romance,1995
12177,Comedy,2008
12177,Romance,2008
12138,Action,2001
12138,Crime,2001
12138,Adventure,2001
12138,Thriller,2001
12138,Comedy,2001
273248,Crime,2015
273248,Drama,2015
273248,Western,2015
273248,Mystery,2015
9955,Action,2007
9955,Drama,2007
9955,Comedy,2007
50359,Family,2011
50359,Comedy,2011
50359,Animation,2011
1271,Action,2006
1271,Adventure,2006
1271,War,2006
693,Comedy,2004
693,Romance,2004
14306,Family,2008
14306,Comedy,2008
497,Crime,1999
497,Fantasy,1999
497,Drama,1999
11199,Action,2007
11199,Adventure,2007
11199,Comedy,2007
9982,Family,2005
9982,Comedy,2005
9982,Animation,2005
210577,Drama,2014
210577,Thriller,2014
210577,Mystery,2014
2501,Action,2002
2501,Drama,2002
2501,Thriller,2002
2501,Mystery,2002
710,Action,1995
710,Adventure,1995
710,Thriller,1995
2275,Crime,1999
2275,Drama,1999
2275,Thriller,1999
2275,Mystery,1999
37165,Drama,1998
37165,Comedy,1998
9837,Adventure,1998
9837,Family,1998
9837,Drama,1998
9837,Animation,1998
9837,Music,1998
10708,Family,2003
10708,Comedy,2003
136400,Action,2013
136400,Crime,2013
136400,Comedy,2013
10992,Family,2001
10992,Comedy,2001
9654,Action,2003
9654,Crime,2003
2642,Comedy,2002
2642,Romance,2002
8916,Adventure,1998
8916,Family,1998
8916,Comedy,1998
8916,Animation,1998
19899,Comedy,2009
19899,Romance,2009
2119,Adventure,1990
9641,Comedy,2005
294254,Action,2015
38167,Drama,2010
5994,Fantasy,2000
5994,Drama,2000
5994,Comedy,2000
5994,Romance,2000
39514,Action,2010
39514,Crime,2010
39514,Adventure,2010
39514,Thriller,2010
39514,Comedy,2010
9563,Drama,1999
547,Drama,1998
547,Romance,1998
1538,Crime,2004
1538,Drama,2004
1538,Thriller,2004
9334,Action,2002
9334,Fantasy,2002
9334,Adventure,2002
11128,Action,2004
11128,Drama,2004
11128,Thriller,2004
75780,Crime,2012
75780,Drama,2012
75780,Thriller,2012
8914,Action,1999
8914,Science Fiction,1999
8914,Thriller,1999
13576,Music,2009
13576,Documentary,2009
39538,Drama,2011
39538,Science Fiction,2011
39538,Thriller,2011
10628,Crime,2003
10628,Adventure,2003
10628,Comedy,2003
14836,Family,2009
14836,Animation,2009
8645,Science Fiction,2008
