budget,genres,id,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,Country - Afghanistan,Country - Algeria,Country - Angola,Country - Argentina,Country - Aruba,Country - Australia,Country - Austria,Country - Belgium,Country - Bhutan,Country - Bolivia,Country - Bosnia and Herzegovina,Country - Brazil,Country - Bulgaria,Country - Cambodia,Country - Cameroon,Country - Canada,Country - Chile,Country - China,Country - Colombia,Country - Cyprus,Country - Czech Republic,Country - Denmark,Country - Dominica,Country - Dominican Republic,Country - Ecuador,Country - Egypt,Country - Fiji,Country - Finland,Country - France,Country - Germany,Country - Greece,Country - Guadaloupe,Country - Guyana,Country - Hong Kong,Country - Hungary,Country - Iceland,Country - India,Country - Indonesia,Country - Iran,Country - Ireland,Country - Israel,Country - Italy,Country - Jamaica,Country - Japan,Country - Jordan,Country - Kazakhstan,Country - Kenya,Country - Kyrgyz Republic,Country - Lebanon,Country - Libyan Arab Jamahiriya,Country - Lithuania,Country - Luxembourg,Country - Malaysia,Country - Malta,Country - Mexico,Country - Monaco,Country - Morocco,Country - Netherlands,Country - New Zealand,Country - Nigeria,Country - Norway,Country - Pakistan,Country - Panama,Country - Peru,Country - Philippines,Country - Poland,Country - Portugal,Country - Romania,Country - Russia,Country - Singapore,Country - Slovakia,Country - Slovenia,Country - South Africa,Country - South Korea,Country - Spain,Country - Sweden,Country - Switzerland,Country - Taiwan,Country - Thailand,Country - Tunisia,Country - Turkey,Country - Ukraine,Country - United Arab Emirates,Country - United Kingdom,Country - United States of America,Country - Serbia and Montenegro,Country - Serbia,Genre - Action,Genre - Crime,Genre - Fantasy,Genre - Adventure,Genre - Family,Genre - Drama,Genre - Science Fiction,Genre - Thriller,Genre - Comedy,Genre - Animation,Genre - Romance,Genre - Western,Genre - Horror,Genre - History,Genre - War,Genre - Mystery,Genre - Music,Genre - TV Movie,Genre - Foreign,Genre - Documentary
190000000,"[{""id"": 28, ""name"": ""Action""}]",168259,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42095,1506249360,137,Furious 7,7.3,4176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,,,,,,,,,,,,,,,,,
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",72190,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""MT"", ""name"": ""Malta""}]",41445,531865000,116,World War Z,6.7,5560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,action,,,,,drama,science,thriller,,,,,horror,,,,,,,
250000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",127585,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41774,747862775,131,X-Men: Days of Future Past,7.5,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,fantasy,adventure,,,science,,,,,,,,,,,,,
190000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",54138,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41399,467365246,132,Star Trek Into Darkness,7.4,4418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,,,,,,,,,,,,,
195000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",81005,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41332,197687603,114,Jack the Giant Slayer,5.5,2598,,,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,fantasy,,family,,,,,,,,,,,,,,,
105000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",64682,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",41404,351040419,143,The Great Gatsby,7.3,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,,romance,,,,,,,,,
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",9543,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40317,335154643,116,Prince of Persia: The Sands of Time,6.2,2317,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,fantasy,adventure,,,,,,,romance,,,,,,,,,
180000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",68726,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",41466,407602906,131,Pacific Rim,6.7,4794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,,,,,,,,,,,,,
195000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",38356,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40722,1123746996,154,Transformers: Dark of the Moon,6.1,3299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,,,,,,,,,,,,,
185000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",217,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39589,786636033,122,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,,,,,,,,,,,,,,
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",105864,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42322,331926147,93,The Good Dinosaur,6.6,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,family,,,,,animation,,,,,,,,,,
185000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",62177,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41081,538983207,93,Brave,6.7,4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,fantasy,adventure,family,,,,comedy,animation,,,,,,,,,,
185000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",188927,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42558,343471816,122,Star Trek Beyond,6.6,2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,,,,,,,,,,,,,
180000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10681,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39621,521311860,98,WALLÂ·E,7.8,6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,family,,,,,animation,,,,,,,,,,
140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5174,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39302,258022233,91,Rush Hour 3,6.1,783,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,crime,,,,,,thriller,comedy,,,,,,,,,,,
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",14161,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40096,769653595,158,2012,5.6,4903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,,,,,,,,,,,,,
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",17979,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40121,325233863,96,A Christmas Carol,6.6,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,animation,,,,,,,,,,
176000003,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",76757,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42039,183987723,124,Jupiter Ascending,5.2,2768,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,action,,fantasy,adventure,,,science,,,,,,,,,,,,,
180000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",258489,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42550,356743061,109,The Legend of Tarzan,5.5,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,action,,,adventure,,,,,,,,,,,,,,,,
180000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",411,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38693,748806957,143,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,adventure,family,,,,,,,,,,,,,,,
178000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",246655,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42508,543934787,144,X-Men: Apocalypse,6.4,4721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,,,,,,,science,,,,,,,,,,,,,
185000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",155,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39645,1004558444,152,The Dark Knight,8.2,12002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,crime,,,,drama,,thriller,,,,,,,,,,,,
175000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",14160,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39946,735099082,96,Up,7.7,6870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,family,,,,comedy,animation,,,,,,,,,,
175000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",15512,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39891,381509870,94,Monsters vs Aliens,6,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,family,,science,,,animation,,,,,,,,,,
140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",1726,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39568,585174222,126,Iron Man,7.4,8776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,action,,,adventure,,,science,,,,,,,,,,,,,
170000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",44826,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",40869,185770160,126,Hugo,7,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,family,drama,,,,,,,,,,,,,,
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",8487,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36340,222104681,106,Wild Wild West,5.1,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,,comedy,,,western,,,,,,,,
145000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",1735,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39630,401128639,112,The Mummy: Tomb of the Dragon Emperor,5.2,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,fantasy,adventure,,,,,,,,,,,,,,,,
175000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",297761,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42584,745000000,123,Suicide Squad,5.9,7458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,crime,fantasy,adventure,,,science,,,,,,,,,,,,,
175000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2698,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39242,173000000,96,Evan Almighty,5.3,1151,,,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,,family,,,,comedy,,,,,,,,,,,
178000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",137113,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41786,370541256,113,Edge of Tomorrow,7.6,4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,,,,science,,,,,,,,,,,,,
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",9804,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34908,264218220,135,Waterworld,5.9,992,,,,,,,,,,,,,,,,,,,,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,,,,,,,,,,,,,,
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",14869,"[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40029,302469017,118,G.I. Joe: The Rise of Cobra,5.6,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,thriller,,,,,,,,,,,,
175000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",150540,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42164,857611174,94,Inside Out,8,6560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,,,,,family,drama,,,comedy,animation,,,,,,,,,,
175000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",278927,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42467,966550600,106,The Jungle Book,6.7,2892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,adventure,family,drama,,,,,,,,,,,,,,
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",10138,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40296,623933331,124,Iron Man 2,6.6,6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,,,,,,,,,,,,,
170000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",58595,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41059,396600000,127,Snow White and the Huntsman,5.8,3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,adventure,,drama,,,,,,,,,,,,,,
180000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",102651,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41787,758539785,97,Maleficent,7,4496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,fantasy,adventure,family,,,,,,romance,,,,,,,,,
170000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",119450,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41816,710644566,130,Dawn of the Planet of the Apes,7.3,4410,,,,,,Australia,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,action,,,,,drama,science,thriller,,,,,,,,,,,,
27000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",79698,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]",42048,0,109,The Lovers,4.8,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,,,,romance,,,,,,,,,
175000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",64686,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41614,150962475,119,47 Ronin,5.9,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,fantasy,adventure,,drama,,,,,,,,,,,,,,
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",100402,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41718,714766572,136,Captain America: The Winter Soldier,7.6,5764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,,,,,,,,,,,,,
165000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10192,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40314,752600867,93,Shrek Forever After,6,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,adventure,family,,,,comedy,animation,,,,,,,,,,
190000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",158852,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42143,209154322,130,Tomorrowland,6.2,2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,family,,science,,,,,,,,,mystery,,,,
165000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",177572,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41936,652105443,102,Big Hero 6,7.8,6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,family,,,,comedy,animation,,,,,,,,,,
165000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",82690,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41214,471222889,108,Wreck-It Ralph,7.1,4570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,family,,,,comedy,animation,,,,,,,,,,
165000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",5255,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38301,305875730,100,The Polar Express,6.4,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,adventure,family,,,,,animation,,,,,,,,,,
